5	0.79	0.77	0.8519	1.69	4	1	4.92	1	2	0.025156435
4	0.67	0.66	0.877	1.31	4	1	4.64	1	2	0.035569401
4	0.67	0.62	0.8822	1.3	4	1	4.52	0	2	0.027289356
3	0.56	0.54	0.8037	1.8	4.5	0.96	4.84	1	2	0.006204472
3	0.54	0.51	0.8028	1.87	5	0.96	4.84	0	2	0.077505613
3	0.54	0.49	0.848	1.75	5	0.96	4.72	0	2	0.020441718
6	0.61	0.62	0.851	1.58	5	1	4.92	1	2	0.087070931
2	0.54	0.47	0.8571	1.9	5	0.96	4.8	0	2	0.034465735
1	0.54	0.48	0.8571	1.9	5	0.96	4.8	0	2	0.037427519
3	0.63	0.60	0.8584	1.69	5	1	4.9	0	2	0.055703579
2	0.77	0.77	0.8586	1.55	5	0.92	4.96	1	2	0.027616384
0	0.54	0.49	0.8665	1.89	5	1	4.76	0	2	0.024418286
0	0.63	0.57	0.8801	1.85	5	0.96	4.8	0	2	0.046870496
5	0.46	0.41	0.8864	1.64	5	0.96	4.56	0	2	0.00986701
3	0.74	0.74	0.8028	1.87	6	0.96	4.84	1	2	0.020657798
3	0.42	0.38	0.8037	1.8	6	0.96	4.84	0	2	0.012028399
4	0.80	0.81	0.826	1.55	6	1	4.72	1	2	0.017502759
3	0.84	0.83	0.8337	1.89	6	0.88	4.92	1	2	0.031104434
5	0.84	0.82	0.8504	2	6	0.92	4.68	1	2	0.011675502
5	0.72	0.74	0.8525	2	6	0.92	4.88	1	2	0.021274406
4	0.94	0.91	0.8921	1.67	6	1	4.96	1	2	0.023181234
2	0.46	0.42	0.9028	1.63	6	1	4.8	0	2	0.056461642
3	0.65	0.63	0.9145	1.84	6	0.96	4.68	1	2	0.006228108
0	0.72	0.71	0.826	1.55	6.08	1	4.72	1	2	0.026899648
5	0.77	0.78	0.8479	1.7	7	0.96	4.88	1	2	0.026726057
1	0.58	0.53	0.8571	1.9	7	0.96	4.8	0	2	0.002237124
6	0.50	0.47	0.8586	1.55	7	0.92	4.96	0	2	0.045321013
5	0.54	0.51	0.8681	1.27	7	0.88	4.84	0	2	0.022569629
2	0.93	0.92	0.8746	1.5	7	1	4.8	1	2	0.040610008
0	0.41	0.40	0.8993	1.19	7.1	1	4.6	1	2	0.022252092
0	0.46	0.43	0.8091	1.86	7.2	1	4.8	0	2	0.063140716
5	0.63	0.59	0.8606	1.57	7.65	1	4.64	0	2	0.014328733
6	0.71	0.74	0.8595	2	7.836	1	4.92	1	2	0.011618498
0	0.88	0.87	0.8028	1.87	8	0.96	4.84	1	2	0.038466625
2	0.87	0.85	0.8289	1.5	8	0.96	4.68	1	2	0.011842818
1	0.58	0.51	0.8289	1.5	8	0.96	4.68	0	2	0.030239369
0	0.61	0.60	0.8595	2	8	1	4.92	1	2	0.045165932
6	0.71	0.70	0.8787	1.64	8	1	4.44	0	2	0.027780664
4	0.86	0.83	0.8984	1.57	8	1	5	1	2	0.049255771
1	0.54	0.54	0.8857	1.6	8.1	0.92	4.76	1	2	0.036987831
5	0.95	0.93	0.8589	1.29	8.167	1	4.64	1	2	0.053015159
1	0.58	0.54	0.8268	1.35	8.5	0.88	4.92	0	2	0.022966183
3	0.67	0.62	0.8571	1.9	8.6	0.96	4.8	0	2	0.013074256
5	0.41	0.40	0.8466	1.5	8.734	1	4.84	1	2	0.029655351
3	0.58	0.54	0.7438	1.95	9	1	4.52	0	2	0.018523358
4	0.91	0.90	0.8577	1.26	9	1	4.88	1	2	0.026215451
4	0.63	0.58	0.8687	1.42	9	0.96	4.8	0	2	0.027639312
5	0.75	0.75	0.9062	1.89	9	0.96	4.68	0	2	0.039409179
4	0.88	0.85	0.8921	1.67	9.2	1	4.96	0	2	0.01511477
0	0.92	0.90	0.8864	1.64	9.35	0.96	4.56	0	2	0.015209302
6	0.54	0.51	0.8856	1.22	9.36	1	4.8	0	2	0.026748234
0	0.99	0.96	0.8812	1.39	9.667	1	4.84	1	2	0.044007803
0	0.86	0.82	0.9048	1.63	9.95	1	4.96	1	2	0.058652786
5	0.70	0.68	0.8289	1.5	10	0.96	4.68	1	2	0.013496719
2	0.85	0.83	0.8321	1.51	10	1	4.68	1	2	0.001908375
4	0.83	0.76	0.8473	1.81	10	1	4.76	0	2	0.030910422
2	0.67	0.64	0.8497	1.82	10	1	4.92	0	2	0.020367546
6	0.94	0.91	0.8504	2	10	0.92	4.68	1	2	0.01294592
6	0.92	0.89	0.8885	1.83	10	0.92	4.92	0	2	0.011743234
4	0.71	0.65	0.8028	1.87	10.1	0.96	4.84	0	2	0.029746196
2	0.43	0.42	0.9082	1.43	10.1	0.96	4.76	1	2	0.030386361
3	0.49	0.50	0.8825	1.75	10.2	0.88	4.84	1	2	0.056479995
4	0.67	0.63	0.8577	1.58	10.3	1	4.56	0	2	0.029588026
6	0.97	0.93	0.8459	1.45	11	0.96	4.8	1	2	0.008137982
2	0.54	0.52	0.8606	1.57	11	1	4.64	0	2	0.011722338
6	0.67	0.66	0.861	1.64	11	1	4.48	0	2	0.030562056
2	0.46	0.42	0.8665	1.89	11	1	4.76	0	2	0.017749799
3	0.63	0.59	0.8681	1.27	11	0.88	4.84	0	2	0.018269505
0	0.96	0.92	0.8764	1.61	11	1	4.8	0	2	0.049141521
5	0.88	0.83	0.8665	1.89	11.3	1	4.76	0	2	0.016224796
1	0.93	0.93	0.8231	1.58	11.5	1	4.84	1	2	0.012147579
2	0.90	0.88	0.851	1.58	11.6	1	4.92	1	2	0.016625714
1	0.75	0.73	0.8801	1.91	11.6	0.92	4.76	0	2	0.010928465
3	0.92	0.90	0.8834	1.94	11.85	0.92	4.6	0	2	0.025430292
5	0.58	0.55	0.8571	1.24	11.9	1	4.76	0	2	0.039012167
6	0.72	0.70	0.7806	2	12	1	4.88	1	2	0.003195447
3	0.50	0.45	0.8706	1.58	12	1	4.76	0	2	0.026544964
1	0.62	0.60	0.948	1.67	12	1	4.84	1	2	0.00148049
4	0.61	0.59	0.878	1.54	12.05	1	4.84	1	2	0.046328925
4	0.58	0.52	0.8289	1.5	12.1	0.96	4.68	0	2	0.041830622
1	0.63	0.58	0.8233	1.98	12.527889	0.96	4.65	0	2	0.013631549
4	0.42	0.39	0.8454	1.46	12.551	0.92	4.8	0	2	0.028675387
1	0.78	0.76	0.8347	1.67	12.75	0.96	4.76	1	2	0.030993709
5	0.63	0.67	0.6825	1.85	13	1	4.96	1	2	0.038044118
0	0.66	0.67	0.8606	1.48	13	0.96	4.8	1	2	0.036395455
1	0.79	0.78	0.8656	1.6	13	1	4.56	1	2	0.052009001
4	0.96	0.93	0.8665	1.89	13	1	4.76	0	2	0.01556788
6	0.55	0.53	0.8822	1.3	13	1	4.52	1	2	0.004257475
1	0.44	0.45	0.8913	1.89	13	0.96	4.64	1	2	0.019396461
4	0.73	0.74	0.8936	1.3	13.3	1	4.72	1	2	0.007995715
6	0.88	0.87	0.8528	1.48	13.401	1	4.92	1	2	0.004084659
0	0.83	0.79	0.8921	1.67	13.589	1	4.96	0	2	0.022263786
4	0.73	0.74	0.8625	1.89	13.6	1	4.92	1	2	0.068882517
4	0.88	0.86	0.8571	1.24	14	1	4.76	1	2	0.014465541
1	0.46	0.40	0.8689	1.38	14	0.92	4.68	0	2	0.02097729
2	0.58	0.54	0.8253	1.71	14.1	1	4.92	0	2	0.026000057
4	0.46	0.42	0.8168	1.85	14.166	0.92	4.72	0	2	0.0210637
2	0.56	0.56	0.8416	1.26	14.4	0.96	4.81	1	2	0.022733794
4	0.41	0.38	0.8504	1.19	14.65	1	4.72	1	2	0.03415302
6	0.61	0.60	0.8595	2	14.832	1	4.92	1	2	0.033785764
3	0.75	0.73	0.8717	1.68	15	1	4.84	0	2	0.067055195
4	0.68	0.71	0.8787	1.64	15	1	4.44	1	2	0.059889943
1	0.63	0.61	0.8857	1.6	15	0.92	4.76	0	2	0.061315754
6	0.76	0.75	0.8408	1.74	15.2	0.96	4.96	1	2	0.00795097
3	0.54	0.49	0.8726	1.57	15.2	1	4.88	0	2	0.014373777
0	0.42	0.43	0.8577	1.26	15.4	1	4.88	0	2	0.030943361
2	0.42	0.38	0.8454	1.46	15.435	0.92	4.8	0	2	0.003053833
3	0.97	0.97	0.8321	1.51	15.6	1	4.68	1	2	0.017790883
0	0.82	0.79	0.8674	1.63	15.9	0.88	4.44	1	2	0.022986556
2	0.83	0.83	0.8065	1.54	16	1	4.84	0	2	0.019321922
2	0.63	0.57	0.8471	1.5	16	1	4.64	0	2	0.041261152
1	0.46	0.42	0.8639	1.6	16	1	4.92	0	2	0.037172251
3	0.50	0.46	0.8645	1.18	16	0.96	4.6	0	2	0.002007976
5	0.79	0.77	0.8665	1.89	16	1	4.76	1	2	0.013921958
6	0.80	0.79	0.8781	2	16	0.92	4.68	1	2	0.009649137
6	0.55	0.51	0.9081	1.55	16	0.96	4.48	1	2	0.027554179
6	0.50	0.45	0.9529	1.47	16	0.92	4.76	0	2	0.023625823
2	0.58	0.54	0.8656	1.6	16	1	4.56	0	2	0.050923283
6	0.40	0.37	0.9013	1.43	16.7	1	4.88	1	2	0.012498518
5	0.90	0.91	0.847	1.67	16.8	0.96	4.76	1	2	0.013511437
2	0.90	0.87	0.8981	1.67	16.8	0.88	4.96	1	2	0.015311946
0	0.96	0.93	0.8231	1.58	16.804	1	4.84	0	2	0.014327753
1	0.47	0.46	0.8764	1.61	16.9	1	4.8	1	2	0.021386706
2	0.85	0.83	0.8639	1.46	17	0.96	4.8	1	2	0.017421918
4	0.87	0.85	0.8463	1.71	17.1	1	4.48	1	2	0.026411648
2	0.86	0.86	0.8681	1.27	17.217	0.88	4.84	1	2	0.038990841
2	0.59	0.57	0.8673	1.45	17.43	1	4.76	1	2	0.019910317
5	0.42	0.40	0.8428	1.43	18	0.88	4.84	0	2	0.039582301
4	0.60	0.58	0.878	1.54	18	1	4.84	1	2	0.022643955
2	0.56	0.54	0.8383	1.91	18.51	0.96	4.96	1	2	0.010444222
3	0.58	0.55	0.8894	1.57	18.666	1	4.6	0	2	0.023750705
4	0.88	0.84	0.851	1.58	19.48	1	4.92	0	2	0.004489748
1	0.44	0.44	0.8556	1.5	19.6	0.96	4.72	1	2	0.010256114
3	0.46	0.44	0.9028	1.63	19.627	1	4.8	1	2	0.018872682
0	0.72	0.74	0.8329	1.47	19.877	0.92	4.92	1	2	0.008304282
2	0.71	0.65	0.8299	1.16	20	1	4.8	0	2	0.040589263
1	0.51	0.51	0.861	1.64	20	1	4.48	1	2	0.04522993
1	0.88	0.83	0.8936	1.3	20	1	4.72	0	2	0.01212729
3	0.63	0.61	0.8557	1.76	20.1	1	4.92	0	2	0.035165517
5	0.79	0.73	0.8564	1.56	20.3	1	4.68	0	2	0.023291657
5	0.78	0.75	0.8065	1.54	20.34	1	4.84	1	2	0.034242636
0	0.54	0.53	0.8428	1.43	20.471	0.88	4.84	0	2	0.029983599
2	0.79	0.77	0.8665	1.75	20.5	0.96	4.84	0	2	0.056988969
1	0.59	0.58	0.8822	1.3	20.5	1	4.52	1	2	0.01235274
3	0.61	0.57	0.8825	1.75	20.6	0.88	4.84	1	2	0.016269839
3	0.46	0.42	0.8295	1.57	20.75	1	4.64	0	2	0.014990935
1	0.46	0.44	0.8544	1.3	21	0.96	4.72	0	2	0.070470625
3	0.42	0.42	0.8599	1.5	21	1	4.84	0	2	0.016275502
4	0.59	0.59	0.8776	1.87	21	1	4.72	1	2	0.013097747
2	0.49	0.47	0.8762	1.32	21.05	1	4.92	1	2	0.026156419
6	0.86	0.89	0.8347	1.67	21.1	0.96	4.76	1	2	0.031940265
1	0.58	0.56	0.9088	1.69	21.1	0.96	4.92	0	2	0.0306486
3	0.46	0.46	0.8933	1.28	21.4	1	4.72	1	2	0.029796548
4	0.50	0.44	0.9013	1.43	21.51	1	4.88	0	2	0.028621793
4	0.42	0.38	0.8681	1.27	21.67	0.88	4.84	0	2	0.019171069
5	0.46	0.41	0.8299	1.16	21.88	1	4.8	0	2	0.035988675
3	0.54	0.50	0.8728	1.89	22	1	4.92	0	2	0.012603312
2	0.53	0.51	0.8687	1.42	22.001	0.96	4.8	1	2	0.034512275
1	0.67	0.64	0.8521	0.8	22.2	1	4.88	0	2	0.024381297
0	0.46	0.47	0.8717	1.68	22.3	1	4.84	0	2	0.059540867
4	0.75	0.71	0.8231	1.58	22.5	1	4.84	0	2	0.019335144
3	0.50	0.50	0.8887	1.55	22.598	0.96	4.72	1	2	0.022186275
2	0.49	0.47	0.8346	1.63	22.721	1	4.92	1	2	0.021718499
5	0.95	0.95	0.8028	1.87	22.9	0.96	4.84	1	2	0.043971025
2	0.58	0.55	0.8272	1.29	23.035	1	4.76	0	2	0.013454797
4	0.42	0.45	0.8333	1.86	23.05	0.96	4.84	1	2	0.022281429
0	0.81	0.79	0.8665	1.89	23.25	1	4.76	1	2	0.003131959
4	0.79	0.75	0.8544	1.3	23.5	0.96	4.72	0	2	0.005873249
1	0.88	0.83	0.846	1.7	23.601	0.96	4.88	0	2	0.025383855
6	0.80	0.81	0.8213	1.64	24	1	4.92	1	2	0.017961542
4	0.58	0.55	0.8606	1.57	24	1	4.64	1	2	0.026624236
3	0.90	0.95	0.8685	1.47	24	1	4.5	1	2	0.005262892
0	0.81	0.80	0.8231	1.58	24.051	1	4.84	1	2	0.018238666
5	0.79	0.78	0.8625	1.89	24.234	1	4.92	0	2	0.046886328
1	0.00	0.95	0.8506	1.56	24.33	1	4.96	0	2	0.016641329
2	0.59	0.63	0.9193	1.85	24.4	1	4.79	1	2	0.035510632
3	0.65	0.64	0.8395	1.21	24.45	0.96	4.64	1	2	0.015723346
4	0.94	0.91	0.8573	1.3	24.5	1	5	1	2	0.006150502
1	0.59	0.57	0.8762	1.32	24.716	1	4.92	1	2	0.006758791
1	0.64	0.63	0.8544	1.3	24.855	0.96	4.72	1	2	0.022246988
1	0.63	0.58	0.8442	1.23	25	1	4.84	0	2	0.026406101
2	0.92	0.89	0.8577	1.58	25	1	4.56	0	2	0.053619927
4	0.71	0.71	0.8577	1.58	25	1	4.56	1	2	0.006338791
2	0.82	0.81	0.8397	1.44	25.12	1	4.72	1	2	0.030624268
2	0.88	0.86	0.8091	1.86	25.201	1	4.8	0	2	0.03207057
2	0.88	0.81	0.8831	1.79	25.268	1	4.92	0	2	0.051529945
0	0.92	0.93	0.8473	1.81	25.3	1	4.76	0	2	0.043097721
5	0.54	0.52	0.826	1.55	25.5	1	4.72	0	2	0.018486069
4	0.46	0.44	0.8639	1.6	25.75	1	4.92	0	2	0.005924995
6	0.63	0.57	0.8761	1.72	26	1	4.56	0	2	0.013163835
3	0.75	0.72	0.8037	1.8	26.3	0.96	4.84	0	2	0.021660392
5	0.51	0.51	0.8333	1.86	26.719	0.96	4.84	1	2	0.003263308
1	0.83	0.80	0.8253	1.71	26.801	1	4.92	0	2	0.028856218
1	0.58	0.54	0.8564	1.56	27	1	4.68	0	2	0.01442297
0	0.80	0.80	0.826	1.55	27.3	1	4.72	1	2	0.052418275
2	0.38	0.37	0.8762	1.32	27.3	1	4.92	0	2	0.017195262
5	0.92	0.87	0.8504	2	27.4	0.92	4.68	0	2	0.008104468
2	0.92	0.89	0.8834	1.94	27.69	0.92	4.6	0	2	0.008288094
4	0.79	0.75	0.8625	1.6	27.768	1	4.64	0	2	0.016425128
0	0.67	0.64	0.826	1.55	27.935	1	4.72	0	2	0.03113866
3	0.48	0.48	0.8762	1.32	28.12	1	4.92	1	2	0.005408476
2	0.58	0.54	0.8796	1.25	28.2	0.96	4.56	0	2	0.028527704
5	0.53	0.50	0.8893	1.37	28.2	0.96	4.72	1	2	0.026994811
6	0.75	0.73	0.878	1.4	28.3	0.96	4.48	0	2	0.016956837
6	0.65	0.66	0.9081	1.55	28.735	0.96	4.48	1	2	0.012245277
4	0.88	0.84	0.8471	1.5	29	1	4.64	0	2	0.008121009
4	0.55	0.52	0.8743	1.28	29.335	0.96	4.88	1	2	0.036183334
4	0.71	0.66	0.851	1.58	29.35	1	4.92	0	2	0.069642942
0	0.89	0.87	0.9081	1.55	29.375	0.96	4.48	1	2	0.010087268
3	0.50	0.48	0.8486	1.5	29.7	0.96	4.96	1	2	0.022874368
1	0.54	0.51	0.8639	1.46	29.735	0.96	4.8	0	2	0.016351668
3	0.51	0.50	0.948	1.67	29.9	1	4.84	1	2	0.003801138
4	0.96	0.89	0.9226	1.55	30.7	1	4.88	0	2	0.012718709
3	0.88	0.86	0.8746	1.5	31.285	1	4.8	0	2	0.028672553
3	0.89	0.89	0.8492	1.6	31.672	0.88	4.8	1	2	0.004595702
4	0.00	0.95	0.861	1.64	31.755	1	4.48	0	2	0.02216474
4	0.94	0.95	0.8333	1.86	32	0.96	4.84	1	2	0.010301927
5	0.71	0.70	0.8897	2	32	0.88	4.64	0	2	0.029337003
2	0.59	0.60	0.8333	1.86	32.2	0.96	4.58	1	2	0.033951539
6	0.84	0.81	0.8479	1.7	32.3	0.96	4.88	1	2	0.039500178
2	0.50	0.45	0.8537	1.13	32.314	0.96	4.88	0	2	0.005429789
2	0.63	0.59	0.8272	1.29	32.471	1	4.76	0	2	0.007141857
4	0.79	0.77	0.8531	1.52	33.001	1	4.68	0	2	0.00564722
0	0.53	0.53	0.8887	1.55	33.1	0.96	4.72	1	2	0.037984157
0	0.75	0.70	0.8544	1.3	33.2	0.96	4.72	0	2	0.013830528
6	0.42	0.41	0.8887	1.55	33.2	0.96	4.72	1	2	0.001170977
2	0.42	0.39	0.9226	1.55	33.458	1	4.88	0	2	0.002032964
3	0.71	0.65	0.8893	1.37	33.636	0.96	4.72	0	2	0.009100053
2	0.92	0.87	0.8567	1.71	33.7	0.92	4.6	0	2	0.028150412
1	0.58	0.54	0.8717	1.68	34.312	1	4.84	0	2	0.04522914
1	0.89	0.88	0.8577	1.58	34.402	1	4.56	1	2	0.008439555
4	0.55	0.58	0.8333	1.86	34.502	0.96	4.84	1	2	0.013432302
1	0.82	0.80	0.8295	1.57	34.518	1	4.64	1	2	0.020686386
0	0.76	0.74	0.9081	1.55	34.529	0.96	4.48	1	2	0.031744169
1	0.58	0.58	0.8856	1.22	34.587	1	4.8	0	2	0.01546435
0	0.50	0.47	0.8933	1.28	34.753	1	4.72	0	2	0.029347116
1	0.58	0.55	0.8874	1.57	35	1	4.8	0	2	0.030800206
4	0.83	0.83	0.8836	1.73	35.001	1	4.68	0	2	0.04225423
3	0.92	0.91	0.8521	0.8	35.1	1	4.88	0	2	0.054849344
1	0.88	0.86	0.8589	1.29	35.475	1	4.64	0	2	0.016700683
2	0.92	0.92	0.8525	2	35.5	0.92	4.88	0	2	0.007232998
0	0.92	0.91	0.8936	1.3	35.75	1	4.72	1	2	0.007268683
4	0.92	0.88	0.878	1.54	35.899	1	4.84	0	2	0.007482666
4	0.71	0.66	0.9409	1.44	35.9	1	4.56	0	2	0.067531751
3	0.63	0.58	0.8673	1.45	36	1	4.76	0	2	0.00858026
2	0.71	0.71	0.8329	1.47	36.8	0.92	4.92	1	2	0.007041604
1	0.46	0.41	0.9496	1.65	36.902	1	4.68	0	2	0.014749959
3	0.54	0.49	0.9093	1.6	37	1	4.84	0	2	0.007118792
3	0.88	0.83	0.8584	1.76	38.751	1	4.92	0	2	0.013896412
3	0.50	0.43	0.8743	1.28	38.9	0.96	4.88	0	2	0.031713654
0	0.62	0.61	0.8573	1.3	39	1	5	1	2	0.012230927
4	0.46	0.41	0.8681	1.27	39	0.88	4.84	0	2	0.018859953
1	0.79	0.77	0.9193	1.85	39.5	1	4.79	0	2	0.012520554
1	0.38	0.36	0.8827	1.47	39.608	1	4.68	0	2	0.020678559
2	0.42	0.37	0.8586	1.55	39.693	0.92	4.96	0	2	0.026236769
2	0.42	0.38	0.8313	1.61	39.7	1	4.4	0	2	0.047323016
2	0.68	0.66	0.8521	0.8	39.7	1	4.88	1	2	0.012930932
4	0.96	0.90	0.8531	1.52	40	1	4.68	0	2	0.030603959
6	0.50	0.49	0.8692	1.64	40.4	0.92	4.92	0	2	0.030977296
6	0.42	0.40	0.8984	1.57	40.4	1	5	0	2	0.026813566
2	0.71	0.68	0.8231	1.58	40.668	1	4.84	0	2	0.027497845
1	0.83	0.82	0.8984	1.57	41.963	1	5	1	2	0.017629914
6	0.70	0.69	0.8981	1.67	42	0.88	4.96	1	2	0.076942424
2	0.84	0.81	0.901	1.19	42.182	1	4.72	1	2	0.025852788
1	0.91	0.92	0.8525	2	42.2	0.92	4.88	1	2	0.017074553
4	0.75	0.70	0.8463	1.71	42.275	1	4.48	0	2	0.014681046
2	0.42	0.39	0.8537	1.13	42.5	0.96	4.88	0	2	0.00314059
1	0.74	0.73	0.8618	1.45	42.7	0.92	4.76	1	2	0.013744446
0	0.75	0.72	0.8574	1.1	42.836	1	4.84	0	2	0.019860072
0	0.67	0.63	0.8984	1.57	43.301	1	5	0	2	0.030575792
2	0.51	0.50	0.8687	1.42	43.75	0.96	4.8	1	2	0.023465645
6	0.79	0.76	0.8347	1.67	44.89	0.96	4.76	0	2	0.029046399
5	0.67	0.65	0.8446	1.38	45.025	0.96	4.96	0	2	0.014333275
2	0.54	0.47	0.8636	0.84	45.8	1	4.84	0	2	0.021091817
2	0.85	0.83	0.858	1.33	46	1	4.68	1	2	0.012473694
3	0.67	0.63	0.8411	1.81	46.15	1	4.84	0	2	0.011944018
2	0.83	0.80	0.8506	1.56	46.6	1	4.96	0	2	0.008930542
2	0.63	0.59	0.8988	1.29	46.707	1	4.6	0	2	0.005650263
5	0.92	0.86	0.7969	1.67	46.864	1	5	0	2	0.024882416
3	0.64	0.60	0.8893	1.37	47.2	0.96	4.72	1	2	0.007879849
6	0.50	0.47	0.8574	1.1	47.481	1	4.84	1	2	0.03491681
2	0.58	0.53	0.8556	1.5	47.676	0.96	4.72	0	2	0.008763044
1	0.50	0.52	0.8845	1.88	47.8	1	4.64	0	2	0.104461887
0	0.59	0.59	0.8199	1.96	48	0.96	4.92	1	2	0.100249445
2	0.42	0.37	0.8233	1.98	48.4	0.96	4.65	0	2	0.026558987
0	0.76	0.76	0.8599	1.5	48.568	1	4.84	1	2	0.019951046
6	0.50	0.48	0.8812	1.39	49.276	1	4.84	1	2	0.005837565
4	0.50	0.51	0.8544	1.44	49.3	0.96	4.76	0	2	0.015312263
3	0.42	0.38	0.9028	1.63	49.501	1	4.8	0	2	0.003739361
2	0.54	0.50	0.8717	1.68	49.702	1	4.84	0	2	0.036118828
6	0.42	0.39	0.826	1.55	49.9	1	4.72	0	2	0.041709594
1	0.50	0.46	0.8531	1.52	49.913	1	4.68	0	2	0.014637868
0	0.83	0.79	0.8528	1.48	50.144	1	4.92	0	2	0.041585948
0	0.67	0.66	0.8577	1.26	50.4	1	4.88	0	2	0.030454941
0	0.67	0.66	0.8781	2	50.83	0.92	4.68	0	2	0.006904502
6	0.54	0.54	0.8674	1.63	51.043	0.88	4.44	0	2	0.01567885
3	0.53	0.54	0.8856	1.22	52.1	1	4.8	1	2	0.020123865
2	0.58	0.53	0.8557	1.76	52.244	1	4.92	0	2	0.045428521
1	0.50	0.50	0.8949	1.9	52.501	0.92	4.76	0	2	0.006084909
4	0.58	0.55	0.8681	1.27	52.9	0.88	4.84	1	2	0.012196377
2	0.54	0.48	0.851	1.58	53.048	1	4.92	0	2	0.009604897
6	0.90	0.89	0.8883	1.82	53.583	0.96	4.76	1	2	0.004930924
5	0.54	0.51	0.8299	1.16	54.786	1	4.8	0	2	0.040655051
4	0.58	0.57	0.8827	1.47	54.87	1	4.68	0	2	0.033281969
2	0.96	0.94	0.8926	1.47	55.451	1	4.92	0	2	0.048164065
0	0.71	0.67	0.9048	1.63	56	1	4.96	0	2	0.025640992
0	0.46	0.44	0.8573	1.3	56.4	1	5	0	2	0.005639665
2	0.46	0.42	0.8584	1.76	56.529	1	4.92	0	2	0.028267992
2	0.53	0.52	0.8571	1.9	56.6	0.96	4.8	1	2	0.016027571
2	0.38	0.37	0.8825	1.75	57.8	0.88	4.84	0	2	0.022629339
2	0.46	0.43	0.848	1.75	59.3	0.96	4.72	0	2	0.027253811
3	0.63	0.59	0.8486	1.5	59.348	0.96	4.96	0	2	0.025339728
2	0.77	0.76	0.8091	1.86	59.368	1	4.8	1	2	0.030300695
2	0.45	0.43	0.8851	1.58	59.473	1	5	1	2	0.007465221
2	0.50	0.46	0.8885	1.97	59.75	1	4.92	0	2	0.025125347
2	0.92	0.91	0.8571	1.48	59.886	0.92	4.68	0	2	0.02614878
1	0.79	0.74	0.8899	1.66	60.362	1	4.84	0	2	0.001596022
2	0.83	0.83	0.8836	1.73	60.5	1	4.68	0	2	0.01756002
4	0.54	0.53	0.8982	1.51	60.908	1	4.56	0	2	0.001376832
2	0.42	0.37	0.8504	1.19	61	1	4.72	0	2	0.001388707
0	0.54	0.54	0.878	1.54	61.365	1	4.84	0	2	0.008599521
3	0.67	0.64	0.8521	0.8	61.4	1	4.88	0	2	0.036314879
1	0.54	0.49	0.8466	1.5	61.718	1	4.84	0	2	0.02132292
1	0.46	0.44	0.8717	1.68	61.942	1	4.84	0	2	0.024579948
2	0.46	0.45	0.9529	1.47	62.98	0.92	4.76	0	2	0.032429892
